"trade_id","edge_id","symbol","timeframe","pnl","loss_reason","what_was_not_analyzed","lesson_learned"
"XAUUSD_M30_SMA_CROSS_20,50_1699_1736","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-8.79","movimento insuficiente frente ao ATR; cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_1736_1769","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-62.73","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_1889_1897","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-52.47","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2006_2033","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-18.56","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2151_2171","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-103.17","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2223_2249","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-3.45","movimento insuficiente frente ao ATR","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2249_2260","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-8.45","movimento insuficiente frente ao ATR; cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2558_2600","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-64.94","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2600_2638","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-32.13","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2638_2667","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-35.98","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2716_2752","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-63.45","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2752_2785","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-19.79","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2785_2804","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-16.4","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2804_2808","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-106.16","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2808_2849","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-84.14","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2923_2953","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-20.61","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2953_2973","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-31.94","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_2973_3013","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-50.06","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3013_3039","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-56.91","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3039_3069","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-22.63","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3069_3091","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-29.96","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3136_3159","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-24.16","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3206_3239","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-27.86","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3239_3278","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-27.11","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3397_3443","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-24.24","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3443_3465","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-57.09","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3465_3486","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-45.38","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3649_3675","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-4.78","movimento insuficiente frente ao ATR; cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3675_3692","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-33.89","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3692_3725","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-34.67","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3725_3756","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-23.69","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3756_3787","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-6.95","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3787_3808","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-21.61","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3808_3837","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-25.72","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3837_3856","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-26.89","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_3936_3973","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-30.49","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_4029_4068","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-25.35","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_4068_4090","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-22.23","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_4090_4107","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-1.46","movimento insuficiente frente ao ATR; cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_4107_4131","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-47.45","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_4131_4177","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-35.49","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_4361_4405","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-18.9","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_4405_4433","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-42.97","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_4492_4528","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-22.43","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_4605_4643","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-63.92","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_4837_4857","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-31.11","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_4857_4889","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-19.44","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_4889_4908","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-39.22","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"XAUUSD_M30_SMA_CROSS_20,50_4908_4916","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","-110.69","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_34_40","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.02132","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_99_115","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.00899","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_115_119","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.01005","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_252_262","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.01064","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_346_354","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.01176","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_354_363","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.01347","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_363_375","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.01327","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_444_453","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.02619","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_551_557","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.03254","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_557_558","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.01515","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_632_655","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.00947","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_695_718","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.00656","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_904_919","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.00248","movimento insuficiente frente ao ATR; cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_953_976","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.00524","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_976_993","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.00865","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_1138_1140","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.00428","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_1140_1151","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.01035","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_1269_1275","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.02586","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_1275_1319","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.00363","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_1319_1359","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.00419","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_1359_1386","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.0023","movimento insuficiente frente ao ATR","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_1386_1393","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.01124","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_1393_1420","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.00679","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"EURUSD_D1_EMA_CROSS_9,34_1449_1475","EURUSD_D1_EMA_CROSS_9,34","EURUSD","D1","-0.00134","movimento insuficiente frente ao ATR; cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_EMA_CROSS_21,55_128_169","NZDUSD_M15_EMA_CROSS_21,55","NZDUSD","M15","-0.00156","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_EMA_CROSS_21,55_169_182","NZDUSD_M15_EMA_CROSS_21,55","NZDUSD","M15","-0.00283","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_EMA_CROSS_21,55_182_242","NZDUSD_M15_EMA_CROSS_21,55","NZDUSD","M15","-0.00027","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_EMA_CROSS_21,55_242_261","NZDUSD_M15_EMA_CROSS_21,55","NZDUSD","M15","-0.00153","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_EMA_CROSS_21,55_261_267","NZDUSD_M15_EMA_CROSS_21,55","NZDUSD","M15","-0.00154","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_EMA_CROSS_21,55_449_462","NZDUSD_M15_EMA_CROSS_21,55","NZDUSD","M15","-0.001","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_EMA_CROSS_21,55_462_531","NZDUSD_M15_EMA_CROSS_21,55","NZDUSD","M15","-0.00048","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_EMA_CROSS_21,55_646_676","NZDUSD_M15_EMA_CROSS_21,55","NZDUSD","M15","-0.00074","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
